Name	Length	EffectiveLength	TPM	NumReads
FBtr0075502	509	331.959	0	0
FBtr0300738	2350	2172.8	0	0
FBtr0300739	2172	1994.8	0.532693	7.13572
FBtr0300737	2184	2006.8	0	0
FBtr0300736	2338	2160.8	0.20894	3.03178
FBtr0078628	2467	2289.8	0.330976	5.08927
FBtr0300740	2479	2301.8	0	0
FBtr0078627	2301	2123.8	0.823404	11.7432
FBtr0300741	2313	2135.8	0	0
FBtr0072762	889	711.798	61.6468	294.665
FBtr0346821	1270	1092.8	4.06676	29.8435
FBtr0331460	900	722.798	1.8328	8.896
FBtr0303848	5005	4827.8	5.02277	162.837
FBtr0086122	1465	1287.8	0.462541	4
FBtr0335147	3125	2947.8	0	0
FBtr0081459	3019	2841.8	24.7221	471.78
FBtr0305321	6523	6345.8	0.758471	32.3211
FBtr0083716	5665	5487.8	21.6727	798.679
FBtr0078184	1305	1127.8	0.13204	1
FBtr0081691	765	587.798	0	0
FBtr0085263	1228	1050.8	0	0
FBtr0086342	492	314.959	0	0
FBtr0086343	495	317.959	0	0
FBtr0091847	1023	845.798	1.03972	5.90535
FBtr0072393	1393	1215.8	81.9326	668.928
FBtr0343502	867	689.798	0	0
FBtr0343753	3569	3391.8	3.38101	77.0084
FBtr0433525	3725	3547.8	0	0
FBtr0113895	961	783.798	14.0866	74.1431
FBtr0345179	887	709.798	66.8959	318.857
FBtr0334135	4703	4525.8	0	0
FBtr0334137	4561	4383.8	0.756608	22.2732
FBtr0334141	5321	5143.8	0	0
FBtr0334139	4203	4025.8	0	0
FBtr0334140	5704	5526.8	0	0
FBtr0344148	4894	4716.8	0	0
FBtr0334142	5071	4893.8	0	0
FBtr0334138	5563	5385.8	0	0
FBtr0334136	3862	3684.8	3.97747	98.4196
FBtr0085105	995	817.798	3.27767	18
FBtr0346720	2745	2567.8	0	0
FBtr0076089	442	265.018	0	0
FBtr0087500	1417	1239.8	12.3716	103
FBtr0073094	1694	1516.8	12.4434	126.744
FBtr0073093	1577	1399.8	82.687	777.256
FBtr0343515	1092	914.798	0.690828	4.24382
FBtr0072451	975	797.798	12.0872	64.7562
FBtr0071607	2252	2074.8	2.72738	38
FBtr0081516	4704	4526.8	0.197378	6
FBtr0300749	931	753.798	5.42787	27.4755
FBtr0346532	1185	1007.8	0	0
FBtr0073076	880	702.798	72.5771	342.524
FBtr0089289	4677	4499.8	0.408944	12.3572
FBtr0100448	4590	4412.8	1.79637	53.2318
FBtr0089290	4681	4503.8	0.0195096	0.59005
FBtr0089288	4037	3859.8	15.4289	399.91
FBtr0100447	4417	4239.8	1.37474	39.1406
FBtr0329933	4663	4485.8	3.41825	102.969
FBtr0336949	2826	2648.8	22.1395	393.802
FBtr0088786	1378	1200.8	80.7572	651.198
FBtr0088785	1869	1691.8	14.1347	160.582
FBtr0303077	607	429.85	0	0
FBtr0339716	615	437.85	0	0
FBtr0085459	600	422.85	65.8558	187
FBtr0070973	1218	1040.8	0.286155	2
FBtr0089252	2767	2589.8	5.48774	95.4379
FBtr0334488	2840	2662.8	0	0
FBtr0334489	2902	2724.8	1.10307	20.1837
FBtr0100600	3804	3626.8	2.88971	70.3785
FBtr0300305	309	132.065	0	0
FBtr0077162	567	389.891	0	0
FBtr0072277	713	535.798	56.6979	204
FBtr0344898	1082	904.798	0	0
FBtr0086817	1175	997.798	0	0
FBtr0333271	5146	4968.8	0.739335	24.6691
FBtr0072639	5149	4971.8	0.339382	11.3309
FBtr0340000	824	646.798	1.50123	6.52046
FBtr0087390	427	250.018	286.778	481.48
FBtr0070472	3021	2843.8	0.0015741	0.0300602
FBtr0331752	4499	4321.8	30.528	885.979
FBtr0070475	3174	2996.8	7.21571	145.21
FBtr0070474	3218	3040.8	0.861505	17.5917
FBtr0302185	2166	1988.8	1.34683	17.9873
FBtr0070471	4805	4627.8	8.7783	272.801
FBtr0112828	2903	2725.8	7.76145	142.069
FBtr0301966	3182	3004.8	0.901295	18.1863
FBtr0070468	3055	2877.8	19.1147	369.394
FBtr0070476	2745	2567.8	0	0
FBtr0070470	3110	2932.8	0	0
FBtr0331751	4750	4572.8	0.263289	8.08494
FBtr0070469	4244	4066.8	18.0586	493.172
FBtr0070467	2929	2751.8	0	0
FBtr0331753	5004	4826.8	1.34136	43.4777
FBtr0070466	2847	2669.8	0.00127743	0.0229022
FBtr0070473	3091	2913.8	0	0
FBtr0076265	1575	1397.8	55.505	521
FBtr0331935	1030	852.798	0	0
FBtr0088237	816	638.798	89.5171	384
FBtr0081705	1363	1185.8	0	0
FBtr0088524	1299	1121.8	74.4709	561
FBtr0074540	843	665.798	23.261	104
FBtr0074494	1357	1179.8	0.378662	3
FBtr0085714	3349	3171.8	117.803	2509.14
FBtr0085713	3440	3262.8	1170.66	25649.8
FBtr0076256	334	157.035	1.89658	2
FBtr0339552	1718	1540.8	11.2692	116.601
FBtr0078950	1533	1355.8	31.1273	283.399
FBtr0070990	1321	1143.8	1.15438	8.86665
FBtr0100409	805	627.798	0.349812	1.47474
FBtr0343330	706	528.798	98.1858	348.659
FBtr0304902	1617	1439.8	0.206855	2
FBtr0304901	2286	2108.8	0	0
FBtr0078872	1228	1050.8	0	0
FBtr0077839	2112	1934.8	11.13	144.608
FBtr0077837	2331	2153.8	1.27949	18.5057
FBtr0077838	2235	2057.8	7.30482	100.942
FBtr0077836	2325	2147.8	17.5375	252.943
FBtr0075133	4018	3840.8	0.325853	8.40437
FBtr0332862	2190	2012.8	7.44248	100.596
FBtr0087988	1754	1576.8	162.797	1723.79
FBtr0087987	1948	1770.8	349.26	4153.16
FBtr0074688	1633	1455.8	50.0203	489
FBtr0086864	3503	3325.8	13.0745	292
FBtr0083361	1283	1105.8	0	0
FBtr0392904	4164	3986.8	6.18295	165.532
FBtr0084588	2385	2207.8	68.5976	1017.02
FBtr0303161	2639	2461.8	39.075	645.971
FBtr0079257	1918	1740.8	18.9908	222
FBtr0307341	906	728.798	0.213907	1.04687
FBtr0084989	527	349.926	0.0325136	0.0764016
FBtr0306309	750	572.798	0.519956	2
FBtr0344570	539	361.891	0	0
FBtr0078090	1219	1041.8	37.0216	259
FBtr0087439	546	368.891	20.9915	52
FBtr0070960	2096	1918.8	0.543259	7
FBtr0302357	2296	2118.8	0	0
FBtr0302356	2428	2250.8	0	0
FBtr0340571	3830	3652.8	0.0119113	0.292178
FBtr0340572	3825	3647.8	0.0697189	1.70782
FBtr0080267	3305	3127.8	0	0
FBtr0077141	787	609.798	0	0
FBtr0306593	981	803.798	0	0
FBtr0081719	1938	1760.8	67.066	793
FBtr0071549	1655	1477.8	31.9435	317
FBtr0308832	1068	890.798	9.07418	54.281
FBtr0308833	2043	1865.8	31.9595	400.429
FBtr0074921	2263	2085.8	7.44575	104.29
FBtr0073011	1996	1818.8	0.163751	2
FBtr0112378	450	273.018	0	0
FBtr0342602	1596	1418.8	0	0
FBtr0080326	1217	1039.8	84.7835	592
FBtr0085405	675	497.85	189.042	632
FBtr0339295	331	154.035	0	0
FBtr0300316	205	33.7034	0	0
FBtr0300904	2130	1952.8	0	0
FBtr0081633	2196	2018.8	0	0
FBtr0300905	2052	1874.8	0	0
FBtr0335279	1234	1056.8	0	0
FBtr0335281	1199	1021.8	0.854714	5.86472
FBtr0290216	733	555.798	0	0
FBtr0335280	740	562.798	0	0
FBtr0077120	1711	1533.8	20.1156	207.187
FBtr0081676	887	709.798	0	0
FBtr0076639	2093	1915.8	0.15546	2
FBtr0079280	1148	970.798	0	0
FBtr0304827	5797	5619.8	0	0
FBtr0433494	6405	6227.8	0.000119918	0.00501512
FBtr0333832	6581	6403.8	0.150971	6.49221
FBtr0433497	5654	5476.8	0	0
FBtr0333833	6118	5940.8	0.494431	19.7248
FBtr0433496	5848	5670.8	0	0
FBtr0304826	8410	8232.8	0	0
FBtr0433495	8302	8124.8	2.239e-05	0.0012216
FBtr0433493	8251	8073.8	0.0754757	4.0921
FBtr0300808	2019	1841.8	0	0
FBtr0300809	4061	3883.8	0.0881829	2.29987
FBtr0301700	4064	3886.8	0.0325687	0.850067
FBtr0072287	5108	4930.8	29.3554	972
FBtr0343633	2816	2638.8	6.25866	110.905
FBtr0074281	2640	2462.8	75.6839	1251.68
FBtr0343632	2730	2552.8	4.00948	68.7331
FBtr0074279	3898	3720.8	41.9874	1049.1
FBtr0074280	3895	3717.8	2.10614	52.5817
FBtr0072238	1035	857.798	0	0
FBtr0308073	1317	1139.8	1.72184	13.179
FBtr0082360	764	586.798	79.046	311.48
FBtr0082361	1024	846.798	2.52192	14.3408
FBtr0079938	1428	1250.8	2.73829	23
FBtr0077227	1279	1101.8	83.5643	618.279
FBtr0091702	1278	1100.8	2.93839	21.7209
FBtr0074882	2425	2247.8	19.7746	298.488
FBtr0332153	3588	3410.8	2.81697	64.5207
FBtr0310476	2042	1864.8	9.33115	116.85
FBtr0100666	2416	2238.8	5.21966	78.4727
FBtr0332726	2033	1855.8	1.819	22.6686
FBtr0080287	1089	911.798	16.7858	102.778
FBtr0309307	5887	5709.8	0.120603	4.62423
FBtr0300898	5037	4859.8	0.0728207	2.37648
FBtr0080024	1050	872.798	7.19941	42.1961
FBtr0077389	2263	2085.8	98.6675	1382
FBtr0290204	1958	1780.8	0	0
FBtr0086689	848	670.798	15.8825	71.5436
FBtr0306636	1574	1396.8	13.8873	130.261
FBtr0086687	1472	1294.8	27.735	241.152
FBtr0086690	2195	2017.8	0	0
FBtr0086686	1532	1354.8	0	0
FBtr0340359	2225	2047.8	2.54693	35.024
FBtr0301148	981	803.798	79.3178	428.134
FBtr0086684	908	730.798	0	0
FBtr0306637	2237	2059.8	0.00135713	0.0187718
FBtr0301149	1514	1336.8	0.987738	8.86684
FBtr0086600	1106	928.798	2.31455	14.4361
FBtr0331978	1118	940.798	21.4578	135.564
FBtr0078769	621	443.85	4535.73	13519
FBtr0070712	1878	1700.8	0.87556	10
FBtr0343263	1108	930.798	0	0
FBtr0343264	928	750.798	1.99755e-07	1.00712e-06
FBtr0072024	920	742.798	0.200478	0.999999
FBtr0113111	979	801.798	0	0
FBtr0333452	4664	4486.8	0.443151	13.3521
FBtr0333450	3996	3818.8	0.220241	5.64789
FBtr0333451	4043	3865.8	3.08895e-08	8.01885e-07
FBtr0300831	4092	3914.8	0	0
FBtr0076303	1640	1462.8	3.60682	35.43
FBtr0076302	1655	1477.8	9.04373e-05	0.000897478
FBtr0076301	2049	1871.8	50.9619	640.569
FBtr0077098	1123	945.798	87.6697	556.813
FBtr0070552	1047	869.798	0	0
FBtr0075818	1346	1168.8	27.3929	215
FBtr0088789	1908	1730.8	4.99022	58
FBtr0304960	503	325.959	0	0
FBtr0075249	843	665.798	0	0
FBtr0084104	1804	1626.8	221.05	2414.82
FBtr0336911	2177	1999.8	8.19045	109.99
FBtr0088974	1597	1419.8	25.1629	239.91
FBtr0100360	4963	4785.8	0	0
FBtr0110880	2920	2742.8	0	0
FBtr0334105	2225	2047.8	0	0
FBtr0301185	2946	2768.8	0	0
FBtr0110881	4262	4084.8	3.68205	101
FBtr0336928	1138	960.798	0	0
FBtr0072107	995	817.798	0	0
FBtr0085786	2956	2778.8	15.6841	292.67
FBtr0085785	3082	2904.8	0	0
FBtr0334549	2894	2716.8	1.49801	27.3296
FBtr0334550	3020	2842.8	0	0
FBtr0340191	4545	4367.8	2.18993	64.2323
FBtr0073848	4477	4299.8	65.5523	1892.77
FBtr0078387	3371	3193.8	9.77176	209.576
FBtr0087487	2027	1849.8	16.7447	208
FBtr0083735	2688	2510.8	0	0
FBtr0332539	2448	2270.8	0.131157	2
FBtr0077790	977	799.798	0	0
FBtr0331440	941	763.798	0	0
FBtr0331439	971	793.798	0	0
FBtr0082634	1746	1568.8	19.0795	201
FBtr0079612	1320	1142.8	7.0366	54
FBtr0087980	1799	1621.8	0	0
FBtr0087979	1558	1380.8	0	0
FBtr0072044	1063	885.798	0	0
FBtr0343206	1072	894.798	0	0
FBtr0072043	1160	982.798	0	0
FBtr0075225	1132	954.798	0.155965	1
FBtr0112489	446	269.018	9.41037	17
FBtr0339263	740	562.798	0	0
FBtr0301018	2276	2098.8	1.77381	25
FBtr0302526	640	462.85	3.98049	12.372
FBtr0100009	3280	3102.8	4.89537	102
FBtr0089901	2338	2160.8	0	0
FBtr0089902	1803	1625.8	0	0
FBtr0300562	2617	2439.8	6.88052	112.729
FBtr0089900	2125	1947.8	0	0
FBtr0089904	2355	2177.8	0	0
FBtr0301521	2467	2289.8	0.570082	8.76589
FBtr0089905	2568	2390.8	3.70636	59.5048
FBtr0345390	5214	5036.8	0.554273	18.7473
FBtr0331425	3556	3378.8	3.64938	82.8024
FBtr0332155	4408	4230.8	2.24281	63.7202
FBtr0075014	3541	3363.8	0.0765905	1.73008
FBtr0078874	603	425.85	0	0
FBtr0083452	2975	2797.8	14.8288	278.603
FBtr0302317	2262	2084.8	21.8857	306.397
FBtr0333248	2543	2365.8	0	0
FBtr0114524	2411	2233.8	0.133329	2
FBtr0273385	6171	5993.8	1.58526	63.8065
FBtr0339307	6637	6459.8	1.19521	51.847
FBtr0273384	6439	6261.8	5.26396	221.347
FBtr0082117	3807	3629.8	6.28064	153.09
FBtr0082116	6303	6125.8	2.34806	96.5903
FBtr0082118	4671	4493.8	4.45421	134.414
FBtr0085011	1569	1391.8	0	0
FBtr0081174	4145	3967.8	0	0
FBtr0081175	3934	3756.8	0	0
FBtr0303241	4041	3863.8	1.80672	46.8778
FBtr0081176	3893	3715.8	0	0
FBtr0305129	2997	2819.8	11.5816	219.306
FBtr0339156	2994	2816.8	2.15139	40.6945
FBtr0339157	2988	2810.8	0	0
FBtr0071784	2049	1871.8	0	0
FBtr0071785	1989	1811.8	68.4658	833
FBtr0089148	3050	2872.8	2.331	44.9686
FBtr0089147	2773	2595.8	0	0
FBtr0089150	2762	2584.8	2.43123	42.2001
FBtr0089146	2709	2531.8	0.804107	13.6711
FBtr0308247	2614	2436.8	42.2225	690.916
FBtr0089149	2840	2662.8	2.1388	38.2446
FBtr0302559	2531	2353.8	0	0
FBtr0346506	2597	2419.8	0	0
FBtr0302190	3048	2870.8	2.32006	44.7263
FBtr0086145	3054	2876.8	8.86584	171.274
FBtr0306281	375	198.018	0	0
FBtr0306280	392	215.018	0	0
FBtr0306258	4812	4634.8	1.36619	42.5211
FBtr0073119	3828	3650.8	46.8135	1147.68
FBtr0073120	4106	3928.8	46.4499	1225.48
FBtr0073118	4763	4585.8	68.7426	2116.91
FBtr0337055	3442	3264.8	16.7628	367.507
FBtr0333895	3491	3313.8	72.3312	1609.58
FBtr0337056	4046	3868.8	19.7585	513.323
FBtr0077442	1411	1233.8	6.51761	54
FBtr0076018	1266	1088.8	3.08771	22.5759
FBtr0076017	963	785.798	8.60823	45.4241
FBtr0339781	3357	3179.8	0	0
FBtr0070778	3093	2915.8	0	0
FBtr0344824	2804	2626.8	4.4649	78.759
FBtr0345292	830	652.798	157.372	689.87
FBtr0070983	837	659.798	16.2181	71.8578
FBtr0070982	1100	922.798	1.81023	11.2177
FBtr0070981	941	763.798	93.2959	478.523
FBtr0070980	854	676.798	5082.56	23099.5
FBtr0307300	2919	2741.8	13.2061	243.148
FBtr0113024	3030	2852.8	1.40164	26.8516
FBtr0332600	2913	2735.8	0	0
FBtr0083414	2815	2637.8	19.3882	343.432
FBtr0337043	3789	3611.8	0.147091	3.56755
FBtr0077516	1338	1160.8	0	0
FBtr0112524	1274	1096.8	2.18011	16.0571
FBtr0089233	3691	3513.8	3.68936	87.0542
FBtr0334626	3376	3198.8	1.05693	22.7036
FBtr0310651	3526	3348.8	2.48364	55.852
FBtr0089229	3501	3323.8	25.0174	558.39
FBtr0082920	981	803.798	0	0
FBtr0077386	1734	1556.8	21.6907	226.761
FBtr0071106	2301	2123.8	0	0
FBtr0070937	2201	2023.8	79.0915	1074.88
FBtr0070938	2487	2309.8	101.098	1568.12
FBtr0070397	1267	1089.8	1.36645	10
FBtr0074346	819	641.798	0	0
FBtr0071471	1606	1428.8	0	0
FBtr0330316	1609	1431.8	0	0
FBtr0074918	1253	1075.8	15.5034	112
FBtr0072124	2163	1985.8	22.0471	294
FBtr0071683	1189	1011.8	72.7062	494
FBtr0077403	1061	883.798	0	0
FBtr0113021	1089	911.798	0	0
FBtr0077402	1231	1053.8	0	0
FBtr0077401	1011	833.798	1.42879	8
FBtr0300280	1584	1406.8	0.105854	1
FBtr0346378	3461	3283.8	0	0
FBtr0074809	2896	2718.8	25.0885	458.051
FBtr0335137	3353	3175.8	0.325853	6.94923
FBtr0346141	373	196.018	2.95078	3.88413
FBtr0085611	272	95.0852	36.2023	23.1159
FBtr0074029	585	407.891	0	0
FBtr0075388	1505	1327.8	0.0358036	0.319243
FBtr0343534	2295	2117.8	0.1885	2.68076
FBtr0086001	1762	1584.8	0.187929	2
FBtr0321315	1239	1061.8	0	0
FBtr0333037	2846	2668.8	1.36621	24.4846
FBtr0075724	2737	2559.8	5.70281	98.0293
FBtr0075723	2084	1906.8	0.116062	1.48613
FBtr0342770	3744	3566.8	0.00221161	0.0529723
FBtr0070420	3766	3588.8	103.215	2487.45
FBtr0342771	3838	3660.8	1.56615	38.5008
FBtr0333323	2883	2705.8	0.000293224	0.0053279
FBtr0333322	2930	2752.8	1.64296	30.3713
FBtr0074137	2347	2169.8	2.90003	42.2555
FBtr0074135	2386	2208.8	53.4881	793.368
FBtr0308136	1697	1519.8	0	0
FBtr0080237	698	520.798	0	0
FBtr0300638	3446	3268.8	0.030371	0.666667
FBtr0073729	466	289.018	70.9675	137.735
FBtr0084836	743	565.798	21.8451	83
FBtr0082430	1248	1070.8	1.30235	9.36475
FBtr0335211	1142	964.798	17.8481	115.635
FBtr0076857	1307	1129.8	0.263613	2
FBtr0300424	902	724.798	1.23274	6
FBtr0083860	1793	1615.8	2.24536	24.3632
FBtr0302327	1744	1566.8	126.637	1332.4
FBtr0083861	1877	1699.8	16.841	192.232
FBtr0083086	1479	1301.8	15.6078	136.441
FBtr0334589	2552	2374.8	3.26688	52.098
FBtr0091874	595	417.85	0.608395	1.70713
FBtr0073935	992	814.798	0	0
FBtr0073300	818	640.798	0	0
FBtr0073299	2460	2282.8	0	0
FBtr0088841	1522	1344.8	4.0693	36.7484
FBtr0088842	1468	1290.8	53.3895	462.781
FBtr0345599	2094	1916.8	0	0
FBtr0070422	1749	1571.8	0.378967	4
FBtr0342772	681	503.85	0	0
FBtr0070421	1547	1369.8	0.108713	1
FBtr0333023	2495	2317.8	0	0
FBtr0075579	1678	1500.8	0.198448	2
FBtr0072248	2815	2637.8	3.62213e-05	0.000641604
FBtr0345620	2931	2753.8	0	0
FBtr0072247	2800	2622.8	0.0567407	0.999358
FBtr0072253	1306	1128.8	0	0
FBtr0343432	1090	912.798	29.3654	180
FBtr0073127	1478	1300.8	0.000218133	0.00190543
FBtr0073128	1471	1293.8	0.229979	1.99809
FBtr0079458	1541	1363.8	0	0
FBtr0079460	1595	1417.8	1.13098	10.7679
FBtr0079462	1526	1348.8	0	0
FBtr0079461	1505	1327.8	0	0
FBtr0079459	1585	1407.8	0.34189	3.23213
FBtr0081997	1156	978.798	46.5216	305.78
FBtr0081996	1257	1079.8	3.83266	27.791
FBtr0336761	1233	1055.8	12.1903	86.4287
FBtr0336637	3026	2848.8	0	0
FBtr0300693	1964	1786.8	0	0
FBtr0336636	3290	3112.8	0.334877	7
FBtr0071797	3770	3592.8	0	0
FBtr0336638	1523	1345.8	6.8385e-08	6.18019e-07
FBtr0087382	5033	4855.8	28.4812	928.712
FBtr0339998	5235	5057.8	0.737203	25.0386
FBtr0301478	2790	2612.8	32.1725	564.484
FBtr0089521	2653	2475.8	2.86463	47.6261
FBtr0306351	2221	2043.8	0.548539	7.52848
FBtr0306350	2503	2325.8	1.62069	25.3124
FBtr0330046	2653	2475.8	2.86463	47.6261
FBtr0301477	4782	4604.8	1.53361	47.4227
FBtr0300224	1562	1384.8	0	0
FBtr0114515	1508	1330.8	0	0
FBtr0087406	329	152.035	0	0
FBtr0072888	2130	1952.8	0	0
FBtr0085859	1170	992.798	0.599981	4
FBtr0334894	6412	6234.8	52.687	2205.91
FBtr0084460	6624	6446.8	4.21458	182.457
FBtr0304567	3987	3809.8	12.9628	331.637
