Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	252.415	0	0
FBgn0283429	369	198.523	3.80505	6.31198
FBgn0267873	257	86.6113	0	0
FBgn0267896	719	548.142	0	0
FBgn0260225	1197	1026.06	0.116636	1
FBgn0262849	1188	1017.06	2.78139	23.6376
FBgn0040928	1085	914.061	2.74947	21
FBgn0262789	532	361.249	0	0
FBgn0058461	391	220.462	1.20121	2.21282
FBgn0042701	620	449.249	1.70749	6.40975
FBgn0263493	352	181.541	0	0
FBgn0265917	359	188.523	0	0
FBgn0262163	610	439.249	0	0
FBgn0085831	237	66.6187	0	0
FBgn0267108	321	150.541	5.19497	6.53482
FBgn0051032	770	599.142	8.78877	44
FBgn0266102	391	220.462	0	0
FBgn0053867	526	355.249	0.000329206	0.000977229
FBgn0267026	323	152.541	0	0
FBgn0267519	2689	2518.06	2120.17	44609.9
FBgn0058005	1227	1056.06	0.38668	3.41221
FBgn0039979	803	632.142	7.03059	37.1365
FBgn0053318	523	352.249	0.679493	2
FBgn0053805	440	269.415	0	0
FBgn0267419	780	609.142	0	0
FBgn0267892	760	589.142	0	0
FBgn0267902	582	411.249	0	0
FBgn0267867	274	103.582	1.40123	1.21281
FBgn0262964	777	606.142	0.197438	1
FBgn0085790	1041	870.061	0	0
FBgn0267879	601	430.249	0	0
FBgn0267886	266	95.6021	0	0
FBgn0085291	1130	959.061	0	0
FBgn0263093	1182	1011.06	18.5438	156.665
FBgn0267885	690	519.249	0	0
FBgn0030117	636	465.249	0	0
FBgn0058182	291	120.582	1.03812	1.04599
FBgn0052518	75	18.5738	0	0
FBgn0027934	1345	1174.06	0	0
FBgn0085340	423	252.415	0	0
FBgn0263744	845	674.142	0.177523	1
FBgn0263207	354	183.541	0.83439	1.27967
FBgn0263210	221	50.6666	4.56329	1.93195
FBgn0267427	697	526.249	0	0
FBgn0263975	1131	960.061	2.49308	20
FBgn0267869	420	249.415	0	0
FBgn0037560	620.424	511.186	48.6329	325
FBgn0263212	220	49.6666	0	0
FBgn0085732	615.019	543.158	54.0546	583.589
FBgn0267593	610	439.249	0	0
FBgn0058100	394	223.439	4.40473	8.22385
FBgn0264888	465	294.415	0.406485	1
FBgn0037143	1446	1275.06	0	0
FBgn0262510	501	330.352	2.73629	7.55328
FBgn0263771	276	105.582	0	0
FBgn0053315	421	250.415	0	0
FBgn0267051	629	458.249	0	0
FBgn0050029	480	309.344	0	0
FBgn0085791	1041	870.061	0	0
FBgn0085804	252	81.6113	0	0
FBgn0267876	766	595.142	0	0
FBgn0267494	656	485.249	0	0
FBgn0085792	1211	1040.06	2.15727	18.7482
FBgn0053013	2636	2465.06	0	0
FBgn0266211	1668	1497.06	0.959282	12
FBgn0267884	453	282.415	0	0
FBgn0265141	1303	1132.06	0	0
FBgn0051292	452	281.415	0.382007	0.898285
FBgn0053294	1200.93	1096.59	2.33149	35
FBgn0000280	166	11.8296	0	0
FBgn0262885	102	33.73	0	0
FBgn0262852	1188	1017.06	2.78139	23.6376
FBgn0011812	456	285.415	0	0
FBgn0265533	384.5	213.978	0	0
FBgn0052496	778	607.142	2.16824	11
FBgn0052009	2999	2828.06	0	0
FBgn0262688	493	322.385	0.371219	1
FBgn0053222	541	370.249	2.14621	6.6399
FBgn0266940	581	410.249	0	0
FBgn0051615	315	144.556	0	0
FBgn0262565	802	631.142	0	0
FBgn0263002	361	190.523	0	0
FBgn0053498	369	198.523	0	0
