Name	Length	EffectiveLength	TPM	NumReads
FBtr0075502	509	308.629	0	0
FBtr0300738	2350	2149.61	0	0
FBtr0300739	2172	1971.61	0.510772	21.355
FBtr0300737	2184	1983.61	0.000247201	0.0103982
FBtr0300736	2338	2137.61	0	0
FBtr0078628	2467	2266.61	0	0
FBtr0300740	2479	2278.61	0	0
FBtr0078627	2301	2100.61	0.424019	18.8878
FBtr0300741	2313	2112.61	0.000327504	0.0146719
FBtr0072762	889	688.611	67.5522	986.426
FBtr0346821	1270	1069.61	4.76232	108.018
FBtr0331460	900	699.611	3.97909	59.0325
FBtr0303848	5005	4804.61	4.31915	440.055
FBtr0086122	1465	1264.61	0.67122	18
FBtr0335147	3125	2924.61	0	0
FBtr0081459	3019	2818.61	22.3373	1335.11
FBtr0305321	6523	6322.61	0.497071	66.6447
FBtr0083716	5665	5464.61	19.7562	2289.36
FBtr0078184	1305	1104.61	0.428712	10.0421
FBtr0081691	765	564.611	0	0
FBtr0085263	1228	1027.61	0.0688354	1.5
FBtr0086342	492	291.651	0.16169	0.999997
FBtr0086343	495	294.646	4.23751e-07	2.64766e-06
FBtr0091847	1023	822.611	0.494647	8.62862
FBtr0072393	1393	1192.61	10.4526	264.346
FBtr0343502	867	666.611	3.42871	48.4679
FBtr0343753	3569	3368.61	3.18087	227.221
FBtr0433525	3725	3524.61	0	0
FBtr0113895	961	760.611	4.46083	71.9497
FBtr0345179	887	686.611	172.943	2518.05
FBtr0334135	4703	4502.61	0	0
FBtr0334137	4561	4360.61	0.732404	67.725
FBtr0334141	5321	5120.61	2.15135e-07	2.33606e-05
FBtr0334139	4203	4002.61	0.122568	10.4033
FBtr0334140	5704	5503.61	0	0
FBtr0344148	4894	4693.61	0.0563676	5.61032
FBtr0334142	5071	4870.61	0	0
FBtr0334138	5563	5362.61	0	0
FBtr0334136	3862	3661.61	2.15611	167.415
FBtr0085105	995	794.611	11.0384	186
FBtr0346720	2745	2544.61	0.0185322	1
FBtr0076089	442	241.934	0.389836	2
FBtr0087500	1417	1216.61	13.5664	350
FBtr0073094	1694	1493.61	19.0964	604.84
FBtr0073093	1577	1376.61	51.4239	1501.16
FBtr0343515	1092	891.611	0	0
FBtr0072451	975	774.611	16.9852	279
FBtr0071607	2252	2051.61	2.25258	98
FBtr0081516	4704	4503.61	0.31413	30
FBtr0300749	931	730.611	0	0
FBtr0346532	1185	984.611	0.463842	9.6847
FBtr0073076	880	679.611	77.5984	1118.32
FBtr0089289	4677	4476.61	2.0884	198.25
FBtr0100448	4590	4389.61	2.03939	189.836
FBtr0089290	4681	4480.61	4.98999	474.12
FBtr0089288	4037	3836.61	18.5488	1509.09
FBtr0100447	4417	4216.61	1.4426	128.991
FBtr0329933	4663	4462.61	1.00369	94.9813
FBtr0336949	2826	2625.61	1.87227	104.243
FBtr0088786	1378	1177.61	22.4358	560.267
FBtr0088785	1869	1668.61	69.1185	2445.68
FBtr0303077	607	406.611	0.463906	4
FBtr0339716	615	414.611	1.91565	16.8425
FBtr0085459	600	399.611	107.878	914.157
FBtr0070973	1218	1017.61	0.926824	20
FBtr0089252	2767	2566.61	0.602847	32.8109
FBtr0334488	2840	2639.61	2.31508	129.586
FBtr0334489	2902	2701.61	1.39715	80.0416
FBtr0100600	3804	3603.61	5.53168	422.714
FBtr0300305	309	122.25	0	0
FBtr0077162	567	366.612	0.25726	2
FBtr0072277	713	512.611	55.5646	604
FBtr0344898	1082	881.611	0	0
FBtr0086817	1175	974.611	0	0
FBtr0333271	5146	4945.61	0.000392505	0.0411638
FBtr0072639	5149	4948.61	1.45804	153.004
FBtr0340000	824	623.611	2.37905	31.4607
FBtr0087390	427	227.172	124.869	601.537
FBtr0070472	3021	2820.61	1.06866	63.9196
FBtr0331752	4499	4298.61	19.2349	1753.35
FBtr0070475	3174	2973.61	6.92221	436.495
FBtr0070474	3218	3017.61	0.542536	34.7171
FBtr0302185	2166	1965.61	1.25783	52.4289
FBtr0070471	4805	4604.61	7.18715	701.779
FBtr0112828	2903	2702.61	3.11828	178.71
FBtr0301966	3182	2981.61	1.66684	105.389
FBtr0070468	3055	2854.61	12.6073	763.165
FBtr0070476	2745	2544.61	0	0
FBtr0070470	3110	2909.61	0.708454	43.7117
FBtr0331751	4750	4549.61	0.215644	20.8047
FBtr0070469	4244	4043.61	26.9378	2309.84
FBtr0070467	2929	2728.61	0	0
FBtr0331753	5004	4803.61	1.99609	203.329
FBtr0070466	2847	2646.61	5.24349e-07	2.94281e-05
FBtr0070473	3091	2890.61	0	0
FBtr0076265	1575	1374.61	67.0681	1955
FBtr0331935	1030	829.611	0.220361	3.87669
FBtr0088237	816	615.611	85.1914	1112.12
FBtr0081705	1363	1162.61	0	0
FBtr0088524	1299	1098.61	72.0273	1678
FBtr0074540	843	642.611	24.8771	339
FBtr0074494	1357	1156.61	0.448492	11
FBtr0085714	3349	3148.61	38.299	2557.15
FBtr0085713	3440	3239.61	857.791	58928.5
FBtr0076256	334	141.739	2.99434	9
FBtr0339552	1718	1517.61	23.7061	762.907
FBtr0078950	1533	1332.61	18.3692	519.093
FBtr0070990	1321	1120.61	1.57598	37.4504
FBtr0100409	805	604.611	0	0
FBtr0343330	706	505.611	91.9718	986.103
FBtr0304902	1617	1416.61	0.0665776	2
FBtr0304901	2286	2085.61	0.0226108	1
FBtr0078872	1228	1027.61	0.183561	4
FBtr0077839	2112	1911.61	0.241484	9.78902
FBtr0077837	2331	2130.61	6.8751	310.623
FBtr0077838	2235	2034.61	1.11898e-09	4.82785e-08
FBtr0077836	2325	2124.61	32.2413	1452.59
FBtr0075133	4018	3817.61	1.98639	160.807
FBtr0332862	2190	1989.61	1.92441	81.1925
FBtr0087988	1754	1553.61	8.28468	272.941
FBtr0087987	1948	1747.61	384.194	14237.9
FBtr0074688	1633	1432.61	31.138	945.954
FBtr0086864	3503	3302.61	14.2788	1000
FBtr0083361	1283	1082.61	0.0871177	2
FBtr0392904	4164	3963.61	31.9979	2689.45
FBtr0084588	2385	2184.61	67.678	3135.25
FBtr0303161	2639	2438.61	22.2473	1150.46
FBtr0079257	1918	1717.61	15.4298	562
FBtr0307341	906	705.611	0	0
FBtr0084989	527	326.618	0.232682	1.61159
FBtr0306309	750	549.611	0.713463	8.3153
FBtr0344570	539	338.615	1.76654	12.6847
FBtr0078090	1219	1018.61	36.3823	785.867
FBtr0087439	546	345.614	39.842	292
FBtr0070960	2096	1895.61	0.154138	6.19596
FBtr0302357	2296	2095.61	0	0
FBtr0302356	2428	2227.61	0.14204	6.70967
FBtr0340571	3830	3629.61	0.00585561	0.450695
FBtr0340572	3825	3624.61	0.0331672	2.5493
FBtr0080267	3305	3104.61	0	0
FBtr0077141	787	586.611	0	0
FBtr0306593	981	780.611	0	0
FBtr0081719	1938	1737.61	74.5784	2748
FBtr0071549	1655	1454.61	26.5189	818
FBtr0308832	1068	867.611	13.5313	248.952
FBtr0308833	2043	1842.61	26.7733	1046.13
FBtr0074921	2263	2062.61	16.5051	721.914
FBtr0073011	1996	1795.61	0.131313	5
FBtr0112378	450	249.849	0.377487	2
FBtr0342602	1596	1395.61	0.124426	3.68235
FBtr0080326	1217	1016.61	86.3545	1861.62
FBtr0085405	675	474.611	193.652	1949
FBtr0339295	331	139.295	0	0
FBtr0300316	205	64.4299	0	0
FBtr0300904	2130	1929.61	0	0
FBtr0081633	2196	1995.61	0.0477079	2.01891
FBtr0300905	2052	1851.61	0	0
FBtr0335279	1234	1033.61	0	0
FBtr0335281	1199	998.611	1.7678	37.4352
FBtr0290216	733	532.611	0	0
FBtr0335280	740	539.611	0	0
FBtr0077120	1711	1510.61	12.9584	415.104
FBtr0081676	887	686.611	0	0
FBtr0076639	2093	1892.61	0.239548	9.61403
FBtr0079280	1148	947.611	0.0497644	1
FBtr0304827	5797	5596.61	0	0
FBtr0433494	6405	6204.61	0.222504	29.2754
FBtr0333832	6581	6380.61	0	0
FBtr0433497	5654	5453.61	0	0
FBtr0333833	6118	5917.61	0	0
FBtr0433496	5848	5647.61	0	0
FBtr0304826	8410	8209.61	0	0
FBtr0433495	8302	8101.61	0	0
FBtr0433493	8251	8050.61	0.385139	65.7502
FBtr0300808	2019	1818.61	0	0
FBtr0300809	4061	3860.61	0.00696677	0.570346
FBtr0301700	4064	3863.61	0.00262207	0.214827
FBtr0072287	5108	4907.61	29.8552	3107
FBtr0343633	2816	2615.61	3.28054	181.957
FBtr0074281	2640	2439.61	65.933	3410.94
FBtr0343632	2730	2529.61	2.09649	112.46
FBtr0074279	3898	3697.61	61.0443	4786.49
FBtr0074280	3895	3694.61	1.97378	154.639
FBtr0072238	1035	834.611	0	0
FBtr0308073	1317	1116.61	1.15823	27.4252
FBtr0082360	764	563.611	94.1296	1125.01
FBtr0082361	1024	823.611	2.43712	42.5647
FBtr0079938	1428	1227.61	3.49566	91
FBtr0077227	1279	1078.61	69.2175	1583.19
FBtr0091702	1278	1077.61	5.44014	124.315
FBtr0074882	2425	2224.61	9.32368	439.838
FBtr0332153	3588	3387.61	6.20384	445.662
FBtr0310476	2042	1841.61	1.89995	74.1977
FBtr0100666	2416	2215.61	9.30732	437.29
FBtr0332726	2033	1832.61	1.87862	73.0061
FBtr0080287	1089	888.611	15.3358	288.98
FBtr0309307	5887	5686.61	0.0217051	2.61737
FBtr0300898	5037	4836.61	0.013523	1.38696
