Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	241.667	0	0
FBgn0283429	369	187.733	0	0
FBgn0267873	257	75.8018	0	0
FBgn0267896	719	537.431	0	0
FBgn0260225	1197	1015.37	0	0
FBgn0262849	1188	1006.37	5.17341	45.9574
FBgn0040928	1085	903.375	3.63673	29
FBgn0262789	532	350.578	0.646289	2
FBgn0058461	391	209.713	0.676206	1.25177
FBgn0042701	620	438.431	0.303279	1.17371
FBgn0263493	352	170.733	0	0
FBgn0265917	359	177.733	0	0
FBgn0262163	610	428.431	0.264424	1
FBgn0085831	237	55.926	0	0
FBgn0267108	321	139.733	2.56621	3.16526
FBgn0051032	770	588.375	13.478	70
FBgn0266102	391	209.713	2.48589	4.60177
FBgn0053867	526	344.578	0	0
FBgn0267026	323	141.733	0	0
FBgn0267519	2689	2507.37	1859.06	41146.3
FBgn0058005	1227	1045.37	0	0
FBgn0039979	803	621.375	7.78559	42.7035
FBgn0053318	523	341.578	0.345214	1.04087
FBgn0053805	440	258.667	0	0
FBgn0267419	780	598.375	0	0
FBgn0267892	760	578.375	0	0
FBgn0267902	582	400.431	0	0
FBgn0267867	274	92.7854	1.98575	1.62638
FBgn0262964	777	595.375	0.190279	1
FBgn0085790	1041	859.375	0.474193	3.59713
FBgn0267879	601	419.431	0	0
FBgn0267886	266	84.794	0	0
FBgn0085291	1130	948.375	0	0
FBgn0263093	1182	1000.37	34.6317	305.812
FBgn0267885	690	508.431	0	0
FBgn0030117	636	454.431	0	0
FBgn0058182	291	109.746	0	0
FBgn0052518	75	21.1385	0	0
FBgn0027934	1345	1163.37	0	0
FBgn0085340	423	241.667	0	0
FBgn0263744	845	663.375	0	0
FBgn0263207	354	172.733	0.811616	1.2375
FBgn0263210	221	41.4388	0	0
FBgn0267427	697	515.431	0	0
FBgn0263975	1131	949.375	2.5059	21
FBgn0267869	420	238.667	0	0
FBgn0037560	614.846	499.889	45.7572	319
FBgn0263212	220	40.637	0	0
FBgn0085732	632.255	554.403	81.9201	935.301
FBgn0267593	610	428.431	0	0
FBgn0058100	394	212.713	5.25869	9.87393
FBgn0264888	465	283.667	0	0
FBgn0037143	1446	1264.37	0.0895995	1
FBgn0262510	501	319.611	1.76583	4.98183
FBgn0263771	276	94.7761	0	0
FBgn0053315	421	239.667	0	0
FBgn0267051	629	447.431	0.37018	1.46203
FBgn0050029	480	298.599	0	0
FBgn0085791	1041	859.375	0	0
FBgn0085804	252	70.8091	0	0
FBgn0267876	766	584.375	0	0
FBgn0267494	656	474.431	0	0
FBgn0085792	1211	1029.37	1.47382	13.3917
FBgn0053013	2636	2454.37	0	0
FBgn0266211	1668	1486.37	1.753	23
FBgn0267884	453	271.667	0	0
FBgn0265141	1303	1121.37	0	0
FBgn0051292	192	101.357	1.84249	3.2969
FBgn0053294	1510.55	1373.76	2.67061	43
FBgn0000280	166	13.3045	0	0
FBgn0262885	102	33.693	0	0
FBgn0262852	1188	1006.37	5.17341	45.9574
FBgn0011812	456	274.667	0	0
FBgn0265533	384.5	203.2	0	0
FBgn0052496	778	596.375	1.86041	9.79368
FBgn0052009	2574.38	2417.05	0.371147	9.14187
FBgn0262688	493	311.611	0	0
FBgn0053222	541	359.542	3.12797	9.9273
FBgn0266940	581	399.431	0	0
FBgn0051615	315	133.733	0	0
FBgn0262565	802	620.375	0.182611	1
FBgn0263002	361	179.733	0	0
FBgn0053498	369	187.733	0	0
FBgn0084049	531	349.578	15.9699	49.2795
FBgn0263211	352	170.733	0	0
FBgn0267872	775	593.375	0	0
FBgn0262031	330	148.733	39.0141	51.2209
FBgn0267014	274	92.7854	7.52323	6.16173
FBgn0039987	184	16.6091	0	0
FBgn0261640	810	628.375	0	0
FBgn0052761	71	19.0169	0	0
FBgn0267863	274	92.7854	0	0
FBgn0052034	74	20.4531	0	0
FBgn0262795	735	553.431	0	0
FBgn0261856	450	268.667	0	0
FBgn0051485	73	20.0806	0	0
FBgn0267610	864	682.375	0	0
FBgn0262851	1188	1006.37	4.46438	39.6588
FBgn0053416	143	50.0812	0	0
FBgn0267520	357	175.733	1.67241	2.59426
FBgn0267054	629	447.431	0.37018	1.46203
FBgn0085765	30	31	0	0
FBgn0267424	659	477.431	0	0
FBgn0030116	1305	1123.37	0	0
FBgn0031135	363	181.733	0	0
FBgn0263213	224	43.9636	0	0
FBgn0267878	266	84.794	0	0
FBgn0058441	177	13.4709	0	0
FBgn0267864	485	303.611	0	0
FBgn0085500	687	505.431	0	0
FBgn0085784	479	297.611	0	0
FBgn0262848	1188	1006.37	9.29073	82.5331
FBgn0063924	307	125.746	1.48911	1.65287
FBgn0262616	554	372.469	0	0
FBgn0267891	718	536.431	0	0
FBgn0053491	369	187.733	0	0
FBgn0050374	600	418.431	1.62446	6
FBgn0267898	414	232.667	0	0
FBgn0260469	912	730.375	0.620434	4
FBgn0267874	253	71.8091	0	0
FBgn0030243	4292.32	4126.67	34.777	1389
FBgn0032269	1860.44	1678.87	0.0674579	1
FBgn0266369	2930	2748.37	20.5274	498
FBgn0032596	733.102	561.611	187.035	982
FBgn0033770	673	491.431	0	0
FBgn0259237	2786	2604.37	0	0
FBgn0013685	525	343.578	1.97837	6
