Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	223.257	0	0
FBgn0283429	369	172.049	16.2782	59.3897
FBgn0267873	257	88.7091	0	0
FBgn0267896	719	518.611	0.0489254	0.538055
FBgn0260225	1197	996.611	0	0
FBgn0262849	1188	987.611	4.28887	89.8214
FBgn0040928	1085	884.611	6.2371	117
FBgn0262789	532	331.617	0.568817	4
FBgn0058461	391	192.445	0.971918	3.9663
FBgn0042701	620	419.611	2.02126	17.9854
FBgn0263493	352	156.942	48.6614	161.948
FBgn0265917	359	163.083	0	0
FBgn0262163	610	409.611	0.460508	4
FBgn0085831	237	78.361	0	0
FBgn0267108	321	131.351	26.6922	74.348
FBgn0051032	770	569.611	8.55545	103.341
FBgn0266102	391	192.445	5.62331	22.9482
FBgn0053867	526	325.619	0	0
FBgn0267026	323	132.915	0.448669	1.26459
FBgn0267519	2689	2488.61	4424.96	233516
FBgn0058005	1227	1026.61	13.0253	283.56
FBgn0039979	803	602.611	10.2672	131.201
FBgn0053318	523	322.62	1.30666	8.93932
FBgn0053805	440	239.96	0.517113	2.63133
FBgn0267419	780	579.611	0	0
FBgn0267892	760	559.611	0	0
FBgn0267902	582	381.611	0.1257	1.01721
FBgn0267867	274	98.6003	2.48733	5.20071
FBgn0262964	777	576.611	0.597543	7.30639
FBgn0085790	1041	840.611	1.38609	24.7081
FBgn0267879	601	400.611	0	0
FBgn0267886	266	93.8168	0	0
FBgn0085291	1130	929.611	0	0
FBgn0263093	1182	981.611	36.7573	765.128
FBgn0267885	690	489.611	0	0
FBgn0030117	636	435.611	0.37761	3.48814
FBgn0058182	291	109.536	0	0
FBgn0052518	75	27.2857	10.3697	6
FBgn0027934	1345	1144.61	0	0
FBgn0085340	423	223.257	0	0
FBgn0263744	845	644.611	0.146312	2
FBgn0263207	354	158.685	0.706223	2.37645
FBgn0263210	221	71.0183	21.03	31.6709
FBgn0267427	697	496.611	0	0
FBgn0263975	1131	930.611	4.2059	83
FBgn0267869	420	220.329	0	0
FBgn0037560	621.562	493.223	92.7079	1514
FBgn0263212	220	70.5853	0	0
FBgn0085732	515.64	446.022	126.685	3448.97
FBgn0267593	610	409.611	0	0
FBgn0058100	394	195.285	19.7892	81.9496
FBgn0264888	465	264.741	0	0
FBgn0037143	1446	1245.61	0.151435	4
FBgn0262510	501	300.637	22.7686	145.155
FBgn0263771	276	99.8323	0.472365	1
FBgn0053315	421	221.304	0	0
FBgn0267051	629	428.611	0.0665118	0.604523
FBgn0050029	480	280.115	0	0
FBgn0085791	1041	840.611	4.08771e-06	7.28662e-05
FBgn0085804	252	85.9944	1.09675	2
FBgn0267876	766	565.611	0	0
FBgn0267494	656	455.611	0	0
FBgn0085792	1211	1010.61	4.26623	91.428
FBgn0053013	2636	2435.61	0.0193616	1
FBgn0266211	1668	1467.61	1.73513	54
FBgn0267884	453	252.822	0	0
FBgn0265141	1303	1102.61	0	0
FBgn0051292	405.735	223.557	5.4507	28.3634
FBgn0053294	1477.05	1329.22	4.94637	189
FBgn0000280	166	51.0055	0	0
FBgn0262885	102	34.0281	0	0
FBgn0262852	1188	987.611	4.28887	89.8214
FBgn0011812	456	255.798	0	0
FBgn0265533	232.419	117.481	0.959118	4.12174
FBgn0052496	778	577.611	1.62423	19.8946
FBgn0052009	1640.6	1531.95	2.25387	135.043
FBgn0262688	493	292.649	0.161139	1
FBgn0053222	541	340.615	3.5227	25.4443
FBgn0266940	581	380.611	0.247798	2
FBgn0051615	315	126.74	0	0
FBgn0262565	802	601.611	0.323006	4.12076
FBgn0263002	361	164.859	0.572094	2
FBgn0053498	369	172.049	0	0
FBgn0084049	531	330.617	20.0488	140.561
FBgn0263211	352	156.942	0.429396	1.42905
FBgn0267872	775	574.611	0	0
FBgn0262031	330	138.487	38.2094	112.209
FBgn0267014	274	98.6003	86.4902	180.841
FBgn0039987	184	56.788	0	0
FBgn0261640	810	609.611	12.1568	157.153
FBgn0052761	71	26.2391	0	0
FBgn0267863	274	98.6003	0	0
FBgn0052034	74	27.0259	0	0
FBgn0262795	735	534.611	0	0
FBgn0261856	450	249.849	0.417597	2.21251
FBgn0051485	73	26.7648	0	0
FBgn0267610	864	663.611	0	0
FBgn0262851	1188	987.611	2.47177	51.7661
FBgn0053416	143	44.4232	404.596	381.138
FBgn0267520	357	161.317	7407.6	25340
FBgn0267054	629	428.611	0.0665118	0.604523
FBgn0085765	30	13.729	2.28992	0.666667
FBgn0267424	659	458.611	0	0
FBgn0030116	1305	1104.61	0.173032	4.0531
FBgn0031135	363	166.643	0.282983	1
FBgn0263213	224	72.3353	50.4596	77.4008
FBgn0267878	266	93.8168	0	0
FBgn0058441	177	54.4632	0	0
FBgn0267864	485	284.666	0	0
FBgn0085500	687	486.611	0.11285	1.16448
FBgn0085784	479	278.683	0	0
FBgn0262848	1188	987.611	24.4692	512.456
FBgn0063924	307	120.781	1.18272	3.02922
FBgn0262616	554	353.613	0	0
FBgn0267891	718	517.611	0.0958314	1.05187
FBgn0053491	369	172.049	16.2782	59.3897
FBgn0050374	600	399.611	0.236016	2
FBgn0267898	414	214.491	0.541182	2.46152
FBgn0260469	912	711.611	0.411103	6.20361
FBgn0267874	253	86.5304	0	0
FBgn0030243	3959.16	3813.88	27.0401	3016.56
FBgn0032269	1860.78	1660.42	0.0283975	1
FBgn0266369	2930	2729.61	22.77	1318
FBgn0032596	762.941	565.575	225.259	2743
FBgn0033770	631	430.611	0.328538	3
FBgn0259237	2786	2585.61	0	0
FBgn0013685	525	324.619	19.0303	131
FBgn0031021	768	567.611	54.9075	660.897
FBgn0033491	3329	3128.61	8.31638	551.743
FBgn0051141	961	760.611	0.185998	3
FBgn0284082	778	577.611	0	0
FBgn0036396	1352	1151.61	7.85796	191.896
FBgn0036641	445.322	344.225	38.2895	554
FBgn0027594	1389.02	1324.46	108.105	9424.93
FBgn0261954	2342	2284.83	46.7445	7938.34
FBgn0029987	639	438.611	0.537576	5
FBgn0031660	1025.03	845.106	142.486	2844
FBgn0038619	510.632	401.431	15.492	242
FBgn0001341	3680	3479.61	9.11587	672.635
FBgn0037541	1605.82	1559.97	29.5055	4265.56
FBgn0016701	885.689	737.276	68.0724	1437
FBgn0039110	907.064	804.362	41.522	1381.91
FBgn0038839	1403	1302.81	0.0181376	1.00217
FBgn0264307	1357.94	1301.36	7.0656	690.535
FBgn0263355	1626.16	1543.1	35.045	2766.51
FBgn0032482	706.884	641.854	162.214	6803.62
FBgn0050082	843	642.611	0.807223	11
FBgn0033698	5896	5695.61	19.7536	2385.82
FBgn0032240	267.659	167.264	147.05	1041.05
FBgn0029925	1070	869.611	28.1444	519
FBgn0039017	1757	1556.61	9.31162	307.366
FBgn0259711	908	707.611	18.8333	282.6
FBgn0051140	1402.44	1357.31	6.36263	813.176
FBgn0004379	973.514	906.265	24.6218	1410
FBgn0036158	782	581.611	0	0
FBgn0031816	1385.28	1252.65	9.07524	364.235
FBgn0034923	848.869	747.298	25.2244	788.629
FBgn0039582	1151	950.611	0	0
FBgn0051635	1083.1	1050.21	9.94482	1349.55
FBgn0263117	5230.8	5030.41	0	0
FBgn0030259	717	516.611	0.182564	2
FBgn0029858	1032.65	925.126	9.95379	363.931
FBgn0260745	351.59	327.765	134.369	7855
FBgn0015791	671.087	559.961	128.019	2741.22
FBgn0051453	1397.07	1218.04	58.2148	1683
FBgn0025574	1373.92	1250.86	24.3307	1051
FBgn0039637	1623.28	1520.73	68.1117	4292.01
FBgn0016975	2714.67	2647.87	1.95311	329
FBgn0023095	1614.71	1547.87	1.86987	184
FBgn0014022	1444	1243.61	22.0692	582
FBgn0035134	1243	1042.61	0.49753	11
FBgn0044826	2057.58	1957.39	73.0227	6061.99
FBgn0030937	1405	1204.61	0	0
FBgn0085213	715	514.611	0.27491	3
FBgn0039875	1488.33	1371.44	60.3409	3008.31
FBgn0037736	2848.22	2702.13	0.152675	12
FBgn0024732	1435.33	1301.74	26.3486	1091
FBgn0053700	1116	915.611	0.0515037	1
FBgn0260747	983.182	786.566	271.653	4618
FBgn0038011	1767	1566.61	0	0
FBgn0066365	896.667	829.87	0.06803	3.59156
FBgn0039863	2981.98	2880.09	39.0849	4695
FBgn0037721	577.511	425.096	1.26563	15
FBgn0036459	2408	2207.61	0.0213612	1
FBgn0038291	1731	1530.61	16.329	530
FBgn0001114	3209.35	3012.18	765.279	49682
FBgn0262894	324	133.701	0	0
FBgn0015772	2196.28	2105.73	14.8687	1469.41
FBgn0030873	515.78	455.347	81.5269	2610.33
FBgn0086675	1169.86	1138.36	0.796739	122.343
FBgn0038223	2105.29	2014.31	11.71	1101.8
FBgn0027081	895.518	818.43	194.225	8762.47
FBgn0043458	2291.91	2154.04	49.4261	3281.34
FBgn0262010	471	270.712	0	0
FBgn0259963	337	144.21	0	0
FBgn0010238	2156	1955.61	94.2369	3908
FBgn0034184	2361.31	2204.46	32.6661	1951
FBgn0000018	1794	1593.61	23.5252	795
FBgn0032809	910	709.611	0.664552	10
FBgn0036605	513	312.626	0.503447	3.33756
FBgn0052280	853.902	702.77	52.5114	1037.62
FBgn0000055	417.019	340.345	0.530518	10.0068
FBgn0033657	3918	3717.61	0.0253697	2
