Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	223.257	0	0
FBgn0283429	369	172.049	14.5083	56.2322
FBgn0267873	257	88.7091	0	0
FBgn0267896	719	518.611	0	0
FBgn0260225	1197	996.611	0.084438	1.89575
FBgn0262849	1188	987.611	5.41467	120.469
FBgn0040928	1085	884.611	4.96782	99
FBgn0262789	532	331.617	0.401576	3
FBgn0058461	391	192.445	2.18521	9.47363
FBgn0042701	620	419.611	1.873	17.7053
FBgn0263493	352	156.942	14.2321	50.3184
FBgn0265917	359	163.083	0	0
FBgn0262163	610	409.611	0.216741	2
FBgn0085831	237	78.361	0	0
FBgn0267108	321	131.351	12.3326	36.4926
FBgn0051032	770	569.611	6.95505	89.2474
FBgn0266102	391	192.445	3.34436	14.4989
FBgn0053867	526	325.619	0	0
FBgn0267026	323	132.915	0.357561	1.07063
FBgn0267519	2689	2488.61	3783	212085
FBgn0058005	1227	1026.61	0	0
FBgn0039979	803	602.611	6.6012	89.6142
FBgn0053318	523	322.62	0.881688	6.40801
FBgn0053805	440	239.96	0	0
FBgn0267419	780	579.611	0	0
FBgn0267892	760	559.611	0	0
FBgn0267902	582	381.611	0	0
FBgn0267867	274	98.6003	2.97338	6.60459
FBgn0262964	777	576.611	0.385535	5.00799
FBgn0085790	1041	840.611	2.17774	41.24
FBgn0267879	601	400.611	0	0
FBgn0267886	266	93.8168	0	0
FBgn0085291	1130	929.611	0	0
FBgn0263093	1182	981.611	24.7628	547.59
FBgn0267885	690	489.611	0	0
FBgn0030117	636	435.611	0.546164	5.35968
FBgn0058182	291	109.536	0	0
FBgn0052518	75	27.2857	4.88055	3
FBgn0027934	1345	1144.61	0	0
FBgn0085340	423	223.257	0	0
FBgn0263744	845	644.611	0.137726	2
FBgn0263207	354	158.685	0	0
FBgn0263210	221	71.0183	0	0
FBgn0267427	697	496.611	0	0
FBgn0263975	1131	930.611	3.62517	76
FBgn0267869	420	220.329	0	0
FBgn0037560	703.319	556.654	67.703	1160
FBgn0263212	220	70.5853	0	0
FBgn0085732	549.891	474.467	78.2642	2222.54
FBgn0267593	610	409.611	0	0
FBgn0058100	394	195.285	11.337	49.8753
FBgn0264888	465	264.741	0.167673	1
FBgn0037143	1446	1245.61	0	0
FBgn0262510	501	300.637	76.7077	519.516
FBgn0263771	276	99.8323	0	0
FBgn0053315	421	221.304	0	0
FBgn0267051	629	428.611	0.30106	2.90692
FBgn0050029	480	280.115	0	0
FBgn0085791	1041	840.611	0	0
FBgn0085804	252	85.9944	0	0
FBgn0267876	766	565.611	0	0
FBgn0267494	656	455.611	0	0
FBgn0085792	1211	1010.61	1.90892	43.4598
FBgn0053013	2636	2435.61	0.0546759	3
FBgn0266211	1668	1467.61	1.14936	38
FBgn0267884	453	252.822	0	0
FBgn0265141	1303	1102.61	0	0
FBgn0051292	379.757	207.68	22.2112	120.682
FBgn0053294	1587.11	1429.12	3.7224	152
FBgn0000280	166	51.0055	0	0
FBgn0262885	102	34.0281	0	0
FBgn0262852	1188	987.611	5.41467	120.469
FBgn0011812	456	255.798	0	0
FBgn0265533	210.5	110.652	0.212786	1.06084
FBgn0052496	778	577.611	1.14466	14.8946
FBgn0052009	1519	1418.81	1.13555	72.5898
FBgn0262688	493	292.649	0.151682	1
FBgn0053222	541	340.615	5.23393	40.1614
FBgn0266940	581	380.611	0	0
FBgn0051615	315	126.74	0	0
FBgn0262565	802	601.611	0.0835042	1.13173
FBgn0263002	361	164.859	0.26926	1
FBgn0053498	369	172.049	0	0
FBgn0084049	531	330.617	15.5439	115.772
FBgn0263211	352	156.942	3.57737	12.648
FBgn0267872	775	574.611	0	0
FBgn0262031	330	138.487	43.6757	136.259
FBgn0267014	274	98.6003	31.0095	68.8794
FBgn0039987	184	56.788	0	0
FBgn0261640	810	609.611	49.6797	682.258
FBgn0052761	71	26.2391	0	0
FBgn0267863	274	98.6003	0	0
FBgn0052034	74	27.0259	1.55039	0.943923
FBgn0262795	735	534.611	0	0
FBgn0261856	450	249.849	0.569001	3.20263
FBgn0051485	73	26.7648	0	0
FBgn0267610	864	663.611	0	0
FBgn0262851	1188	987.611	12.0362	267.789
FBgn0053416	143	44.4232	44.6435	44.6771
FBgn0267520	357	161.317	6569.47	23874
FBgn0267054	629	428.611	0.30106	2.90692
FBgn0085765	30	13.729	1.07776	0.333333
FBgn0267424	659	458.611	0	0
FBgn0030116	1305	1104.61	0.120558	3
FBgn0031135	363	166.643	0.532752	2
FBgn0263213	224	72.3353	10.7348	17.4928
FBgn0267878	266	93.8168	0	0
FBgn0058441	177	54.4632	0	0
FBgn0267864	485	284.666	0	0
FBgn0085500	687	486.611	0	0
FBgn0085784	479	278.683	0.274748	1.72489
FBgn0262848	1188	987.611	1.01833	22.6564
FBgn0063924	307	120.781	0.79492	2.16291
FBgn0262616	554	353.613	0	0
FBgn0267891	718	517.611	0	0
FBgn0053491	369	172.049	14.5083	56.2322
FBgn0050374	600	399.611	0.44433	4
FBgn0267898	414	214.491	0.238648	1.15315
FBgn0260469	912	711.611	0.751399	12.0456
FBgn0267874	253	86.5304	0	0
FBgn0030243	4074.86	3916.57	33.8972	3786.16
FBgn0032269	1867	1666.61	0	0
FBgn0266369	2930	2729.61	17.6609	1086
FBgn0032596	764.989	567.063	173.965	2250
FBgn0033770	631	430.611	0.309257	3
FBgn0259237	2786	2585.61	0.017168	1
FBgn0013685	525	324.619	1.64093	12
FBgn0031021	768	567.611	67.1453	858.586
FBgn0033491	3329	3128.61	8.29121	584.368
FBgn0051141	961	760.611	0.291803	5
FBgn0284082	778	577.611	0.0768506	1
FBgn0036396	1352	1151.61	7.3396	190.412
FBgn0036641	450.422	348.535	19.3621	299
FBgn0027594	1460.09	1394.02	150.775	14362
FBgn0261954	1840.86	1795.68	48.5293	8706.91
FBgn0029987	639	438.611	0.404821	4
FBgn0031660	1079.77	889.934	99.8474	2113
FBgn0038619	531.393	417.59	15.0319	249
FBgn0001341	3680	3479.61	8.63214	676.653
FBgn0037541	1519.2	1475.83	25.7766	3959.53
