Name	Length	EffectiveLength	TPM	NumReads
FBtr0075502	509	338.429	0.000000	0.000
FBtr0300738	2350	2179.007	0.260954	4.757
FBtr0300739	2172	2001.007	0.409096	6.848
FBtr0300737	2184	2013.007	0.359037	6.046
FBtr0300736	2338	2167.007	0.287407	5.210
FBtr0078628	2467	2296.007	0.234767	4.509
FBtr0300740	2479	2308.007	0.216343	4.177
FBtr0078627	2301	2130.007	0.307498	5.479
FBtr0300741	2313	2142.007	0.277626	4.975
FBtr0072762	889	718.225	68.418776	411.068
FBtr0346821	1270	1099.007	3.791862	34.860
FBtr0331460	900	729.224	0.292997	1.787
FBtr0303848	5005	4834.007	5.046160	204.055
FBtr0086122	1465	1294.007	0.831433	9.000
FBtr0335147	3125	2954.007	2.337208	57.755
FBtr0081459	3019	2848.007	19.326555	460.441
FBtr0305321	6523	6352.007	0.474464	25.211
FBtr0083716	5665	5494.007	14.965376	687.789
FBtr0078184	1305	1134.007	0.316248	3.000
FBtr0081691	765	594.313	0.000000	0.000
FBtr0085263	1228	1057.007	0.339285	3.000
FBtr0086342	492	321.442	0.000000	0.000
FBtr0086343	495	324.439	0.000000	0.000
FBtr0091847	1023	852.007	1.342723	9.570
FBtr0072393	1393	1222.007	76.711212	784.171
FBtr0343502	867	696.231	0.443105	2.581
FBtr0343753	3569	3398.007	3.734202	106.145
FBtr0433525	3725	3554.007	0.254262	7.559
FBtr0113895	961	790.198	22.884261	151.269
FBtr0345179	887	716.225	49.192371	294.731
FBtr0334135	4703	4532.007	0.322392	12.222
FBtr0334137	4561	4390.007	0.751756	27.607
FBtr0334141	5321	5150.007	0.211166	9.097
FBtr0334139	4203	4032.007	0.571419	19.273
FBtr0334140	5704	5533.007	0.174405	8.072
FBtr0344148	4894	4723.007	0.276977	10.943
FBtr0334142	5071	4900.007	0.245180	10.050
FBtr0334138	5563	5392.007	0.186311	8.404
FBtr0334136	3862	3691.007	1.241449	38.331
FBtr0085105	995	824.147	4.206445	29.000
FBtr0346720	2745	2574.007	0.000000	0.000
FBtr0076089	442	271.464	0.000000	0.000
FBtr0087500	1417	1246.007	8.730568	91.000
FBtr0073094	1694	1523.007	5.936144	75.628
FBtr0073093	1577	1406.007	75.446601	887.372
FBtr0343515	1092	921.007	0.240858	1.856
FBtr0072451	975	804.171	8.643320	58.144
FBtr0071607	2252	2081.007	2.929667	51.000
FBtr0081516	4704	4533.007	0.105486	4.000
FBtr0300749	931	760.223	2.529557	16.087
FBtr0346532	1185	1014.007	0.146858	1.246
FBtr0073076	880	709.227	59.948818	355.668
FBtr0089289	4677	4506.007	1.161216	43.771
FBtr0100448	4590	4419.007	1.814466	67.074
FBtr0089290	4681	4510.007	1.155614	43.598
FBtr0089288	4037	3866.007	7.599384	245.765
FBtr0100447	4417	4246.007	1.456505	51.733
FBtr0329933	4663	4492.007	1.212467	45.561
FBtr0336949	2826	2655.007	18.257363	405.492
FBtr0088786	1378	1207.007	68.624838	692.898
FBtr0088785	1869	1698.007	14.740574	209.379
FBtr0303077	607	436.392	0.000000	0.000
FBtr0339716	615	444.389	0.064170	0.239
FBtr0085459	600	429.393	69.811637	250.761
FBtr0070973	1218	1047.007	0.228351	2.000
FBtr0089252	2767	2596.007	1.083985	23.540
FBtr0334488	2840	2669.007	1.379747	30.805
FBtr0334489	2902	2731.007	1.014641	23.180
FBtr0100600	3804	3633.007	3.766727	114.474
FBtr0300305	309	138.555	0.000000	0.000
FBtr0077162	567	396.400	0.000000	0.000
FBtr0072277	713	542.338	48.492486	220.000
FBtr0344898	1082	911.007	0.000000	0.000
FBtr0086817	1175	1004.007	0.000000	0.000
FBtr0333271	5146	4975.007	0.368823	15.349
FBtr0072639	5149	4978.007	0.372319	15.504
FBtr0340000	824	653.270	0.622138	3.400
FBtr0087390	427	256.474	282.735929	606.600
FBtr0070472	3021	2850.007	2.201390	52.483
FBtr0331752	4499	4328.007	16.189850	586.150
FBtr0070475	3174	3003.007	6.086058	152.887
FBtr0070474	3218	3047.007	1.173351	29.907
FBtr0302185	2166	1995.007	0.398235	6.646
FBtr0070471	4805	4634.007	8.356855	323.950
FBtr0112828	2903	2732.007	5.693285	130.114
FBtr0301966	3182	3011.007	0.695522	17.519
FBtr0070468	3055	2884.007	9.326699	225.010
FBtr0070476	2745	2574.007	0.566568	12.199
FBtr0070470	3110	2939.007	1.282078	31.521
FBtr0331751	4750	4579.007	0.898555	34.419
FBtr0070469	4244	4073.007	9.150286	311.766
FBtr0070467	2929	2758.007	0.458167	10.571
FBtr0331753	5004	4833.007	0.534826	21.623
FBtr0070466	2847	2676.007	4.014954	89.877
FBtr0070473	3091	2920.007	1.449727	35.412
FBtr0076265	1575	1404.007	49.042662	575.999
FBtr0331935	1030	859.007	0.161435	1.160
FBtr0088237	816	645.278	92.598934	499.840
FBtr0081705	1363	1192.007	0.000000	0.000
FBtr0088524	1299	1128.007	69.096715	652.000
FBtr0074540	843	672.256	19.382666	109.000
FBtr0074494	1357	1186.007	0.302382	3.000
FBtr0085714	3349	3178.007	129.800879	3450.729
FBtr0085713	3440	3269.007	1016.245449	27790.271
FBtr0076256	334	163.546	2.923761	4.000
FBtr0339552	1718	1547.007	11.308505	146.344
FBtr0078950	1533	1362.007	23.228626	264.656
FBtr0070990	1321	1150.007	0.751883	7.233
FBtr0100409	805	634.294	0.725188	3.848
FBtr0343330	706	535.344	105.611891	472.960
FBtr0304902	1617	1446.007	0.041611	0.503
FBtr0304901	2286	2115.007	0.028072	0.497
FBtr0078872	1228	1057.007	0.113095	1.000
FBtr0077839	2112	1941.007	4.011403	65.133
FBtr0077837	2331	2160.007	6.298435	113.806
FBtr0077838	2235	2064.007	6.451448	111.390
FBtr0077836	2325	2154.007	15.687547	282.670
FBtr0075133	4018	3847.007	0.685683	22.066
FBtr0332862	2190	2019.007	4.318307	72.934
FBtr0087988	1754	1583.007	126.115850	1670.055
FBtr0087987	1948	1777.007	383.165424	5695.788
FBtr0074688	1633	1462.007	48.323642	591.000
FBtr0086864	3503	3332.007	11.085984	309.000
FBtr0083361	1283	1112.007	0.000000	0.000
FBtr0392904	4164	3993.007	4.667212	155.896
FBtr0084588	2385	2214.007	42.117881	780.053
FBtr0303161	2639	2468.007	39.397031	813.370
FBtr0079257	1918	1747.007	17.996280	263.000
FBtr0307341	906	735.224	0.052188	0.321
FBtr0084989	527	356.414	0.059527	0.177
FBtr0306309	750	579.321	0.808918	3.920
FBtr0344570	539	368.406	0.025912	0.080
FBtr0078090	1219	1048.007	30.797905	270.000
