Name	Length	EffectiveLength	TPM	NumReads
FBtr0075502	509	335.786	0.000000	0.000
FBtr0300738	2350	2176.417	0.185169	3.099
FBtr0300739	2172	1998.417	0.182270	2.801
FBtr0300737	2184	2010.417	0.228863	3.538
FBtr0300736	2338	2164.417	0.151926	2.529
FBtr0078628	2467	2293.417	0.136214	2.402
FBtr0300740	2479	2305.417	0.163420	2.897
FBtr0078627	2301	2127.417	0.159388	2.607
FBtr0300741	2313	2139.417	0.195453	3.216
FBtr0072762	889	715.608	75.683137	416.474
FBtr0346821	1270	1096.417	5.143566	43.366
FBtr0331460	900	726.607	0.331135	1.850
FBtr0303848	5005	4831.417	9.515350	353.519
FBtr0086122	1465	1291.417	0.604187	6.000
FBtr0335147	3125	2951.417	2.517481	57.136
FBtr0081459	3019	2845.417	19.631067	429.540
FBtr0305321	6523	6349.417	1.436355	70.131
FBtr0083716	5665	5491.417	20.267919	855.869
FBtr0078184	1305	1131.417	0.459752	4.000
FBtr0081691	765	591.667	0.108277	0.493
FBtr0085263	1228	1054.417	0.123331	1.000
FBtr0086342	492	318.793	0.000000	0.000
FBtr0086343	495	321.791	0.000000	0.000
FBtr0091847	1023	849.417	1.021023	6.669
FBtr0072393	1393	1219.417	13.628604	127.796
FBtr0343502	867	693.613	0.882958	4.709
FBtr0343753	3569	3395.417	4.003423	104.529
FBtr0433525	3725	3551.417	0.252150	6.886
FBtr0113895	961	787.583	28.399823	171.999
FBtr0345179	887	713.608	58.679150	322.001
FBtr0334135	4703	4529.417	0.290512	10.119
FBtr0334137	4561	4387.417	0.442979	14.945
FBtr0334141	5321	5147.417	0.206141	8.160
FBtr0334139	4203	4029.417	0.459958	14.252
FBtr0334140	5704	5530.417	0.193852	8.244
FBtr0344148	4894	4720.417	0.264597	9.605
FBtr0334142	5071	4897.417	0.228165	8.593
FBtr0334138	5563	5389.417	0.183384	7.600
FBtr0334136	3862	3688.417	1.251620	35.500
FBtr0085105	995	821.545	11.080333	70.000
FBtr0346720	2745	2571.417	0.000000	0.000
FBtr0076089	442	268.825	0.000000	0.000
FBtr0087500	1417	1243.417	12.863957	123.000
FBtr0073094	1694	1520.417	6.572136	76.839
FBtr0073093	1577	1403.417	72.476228	782.161
FBtr0343515	1092	918.417	0.234637	1.657
FBtr0072451	975	801.568	9.140816	56.343
FBtr0071607	2252	2078.417	2.815568	45.000
FBtr0081516	4704	4530.417	0.114817	4.000
FBtr0300749	931	757.599	0.687212	4.004
FBtr0346532	1185	1011.417	0.580463	4.515
FBtr0073076	880	706.609	67.446540	366.482
FBtr0089289	4677	4503.417	3.350602	116.032
FBtr0100448	4590	4416.417	1.549351	52.618
FBtr0089290	4681	4507.417	1.329686	46.088
FBtr0089288	4037	3863.417	7.754007	230.362
FBtr0100447	4417	4243.417	1.376490	44.916
FBtr0329933	4663	4489.417	1.290217	44.542
FBtr0336949	2826	2652.417	21.544930	439.441
FBtr0088786	1378	1204.417	75.282635	697.245
FBtr0088785	1869	1695.417	19.147768	249.637
FBtr0303077	607	433.746	0.000000	0.000
FBtr0339716	615	441.740	0.079820	0.271
FBtr0085459	600	426.749	79.146949	259.729
FBtr0070973	1218	1044.417	0.622562	5.000
FBtr0089252	2767	2593.417	2.428899	48.439
FBtr0334488	2840	2666.417	1.600355	32.814
FBtr0334489	2902	2728.417	1.625769	34.110
FBtr0100600	3804	3630.417	3.354106	93.637
FBtr0300305	309	135.930	0.000000	0.000
FBtr0077162	567	393.759	0.000000	0.000
FBtr0072277	713	539.687	57.830292	240.000
FBtr0344898	1082	908.417	0.000000	0.000
FBtr0086817	1175	1001.417	0.000000	0.000
FBtr0333271	5146	4972.417	0.743345	28.423
FBtr0072639	5149	4975.417	0.931537	35.640
FBtr0340000	824	650.644	1.987556	9.944
FBtr0087390	427	253.837	99.928442	195.056
FBtr0070472	3021	2847.417	2.881178	63.086
FBtr0331752	4499	4325.417	16.739791	556.790
FBtr0070475	3174	3000.417	6.802162	156.943
FBtr0070474	3218	3044.417	1.635422	38.287
FBtr0302185	2166	1992.417	1.431635	21.934
FBtr0070471	4805	4631.417	10.440906	371.848
FBtr0112828	2903	2729.417	4.814286	101.045
FBtr0301966	3182	3008.417	1.375924	31.831
FBtr0070468	3055	2881.417	7.684836	170.276
FBtr0070476	2745	2571.417	0.521969	10.321
FBtr0070470	3110	2936.417	1.833276	41.396
FBtr0331751	4750	4576.417	1.207529	42.495
FBtr0070469	4244	4070.417	12.012157	375.988
FBtr0070467	2929	2755.417	0.599045	12.693
FBtr0331753	5004	4830.417	0.639818	23.766
FBtr0070466	2847	2673.417	2.482509	51.035
FBtr0070473	3091	2917.417	2.612498	58.610
FBtr0076265	1575	1401.417	47.788636	514.998
FBtr0331935	1030	856.417	0.174306	1.148
FBtr0088237	816	642.647	97.909885	483.852
FBtr0081705	1363	1189.417	0.000000	0.000
FBtr0088524	1299	1125.417	87.009724	753.000
